index,artist,colors,convertedManaCost,flavorText,hasFoil,hasNonFoil,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,number,Price (Dollars),power,rarity,setCode,subtypes,text,toughness,types
31976,Anthony Palumbo,W,1,,1,1,,{W},1,d5cac9f9-720b-5502-b82e-bad4c7cc008a,466772,Glaring Aegis,18,$0.02 ,,common,M20,Aura,"Enchant creature
When Glaring Aegis enters the battlefield, tap target creature an opponent controls.
Enchanted creature gets +1/+3.",,Enchantment
31977,Mark Winters,W,1,,1,1,,{W},1,1d7694a9-6cf4-5bd6-b94f-f9f8ba76ea14,466773,Gods Willing,19,$0.11 ,,uncommon,M20,,"Target creature you control gains protection from the color of your choice until end of turn. (It can't be blocked, targeted, dealt damage, enchanted, or equipped by anything of that color.)
Scry 1.",,Instant
31978,Christopher Moeller,W,4,"""Here is a companion who will never falter, no matter how desperate the battle!""
—Ajani Goldmane",1,1,,{3}{W},4,5499f09b-209a-59df-863a-df84cf274fb1,466774,Griffin Protector,20,$0.01 ,2,common,M20,Griffin,"Flying
Whenever another creature enters the battlefield under your control, Griffin Protector gets +1/+1 until end of turn.",3,Creature
31979,Warren Mahy,W,3,"Once a griffin sentinel adopts a territory as its own, only death can force it to betray its post.",1,1,,{2}{W},3,83e8ad7d-3b10-57d9-b138-31f050f5c781,466775,Griffin Sentinel,21,$0.01 ,1,common,M20,Griffin,"Flying
Vigilance (Attacking doesn't cause this creature to tap.)",3,Creature
31980,Johann Bodin,W,3,,1,1,,{2}{W},3,3611b860-7254-5766-afff-00a73ed1dba0,466776,Hanged Executioner,22,$0.17 ,1,rare,M20,Spirit,"Flying
When Hanged Executioner enters the battlefield, create a 1/1 white Spirit creature token with flying.
{3}{W}, Exile Hanged Executioner: Exile target creature.",1,Creature
31981,Micah Epstein,W,6,"""Fear neither clouds nor darkness. The light shall overcome them all.""",1,1,,{4}{W}{W},6,c0338375-4fea-53c4-959e-a3fea7498131,466777,Herald of the Sun,23,$0.03 ,4,uncommon,M20,Angel,"Flying
{3}{W}: Put a +1/+1 counter on another target creature with flying.",4,Creature
31982,Wayne Reynolds,W,4,"""We are armed with light and steel. Who can stand against us?""",1,1,,{2}{W}{W},4,03713353-7f34-5a96-bffa-43f1de48ce0a,466778,Inspired Charge,24,$0.01 ,,common,M20,,Creatures you control get +2/+1 until end of turn.,,Instant
31983,Ben Maier,W,4,"""Time to show the foe our true mettle.""",1,1,,{3}{W},4,860ca516-c2dc-5ca5-9182-a47f17150796,466779,Inspiring Captain,25,$0.05 ,3,common,M20,"Human,Knight","When Inspiring Captain enters the battlefield, creatures you control get +1/+1 until end of turn.",3,Creature
31984,Noah Bradley,W,4,,1,1,,{2}{W}{W},4,1a0e0142-1f5e-5c5e-8a14-e0b394531dee,466780,Leyline of Sanctity,26,$4.11 ,,rare,M20,,"If Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield.
You have hexproof. (You can't be the target of spells or abilities your opponents control.)",,Enchantment
31985,Nicholas Gregory,W,6,,1,1,,{5}{W},6,c9a22854-bc08-5942-b060-be53d424abf7,466781,Loxodon Lifechanter,27,$0.12 ,4,rare,M20,"Elephant,Cleric","When Loxodon Lifechanter enters the battlefield, you may have your life total become the total toughness of creatures you control.
{5}{W}: Loxodon Lifechanter gets +X/+X until end of turn, where X is your life total.",6,Creature
31986,John Severin Brassell,W,1,"""Even if I should die in the saddle, she will not let me fall to the ground.""
—Hypatia of the Winged Horse",1,1,,{W},1,28661e97-1f9b-5c07-9997-cea890aac8f0,466782,Loyal Pegasus,28,$0.05 ,2,uncommon,M20,Pegasus,"Flying
Loyal Pegasus can't attack or block alone.",1,Creature
31987,Chippy,W,4,Phyrexian artificers remove the flesh they no longer need and use it to bring their unholy creations to a greater semblance of life.,1,1,,{3}{W},4,15262950-b671-56c8-b8cf-d3df2a935a3e,466783,Master Splicer,29,$0.07 ,1,uncommon,M20,"Phyrexian,Human,Artificer","When Master Splicer enters the battlefield, create a 3/3 colorless Phyrexian Golem artifact creature token.
Golems you control get +1/+1.",1,Creature
31988,Christopher Moeller,W,2,"""My faith is stronger than fang, claw, or mindless hunger.""",1,1,,{1}{W},2,e6c94fde-55ad-5b67-8656-06e9a91e4fa0,466784,Moment of Heroism,30,$0.01 ,,common,M20,,Target creature gets +2/+2 and gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.),,Instant
31989,David Palumbo,W,2,"Inquisitors are taught scripture, philosophy, and the fine art of sharpening an axe.",1,1,,{1}{W},2,9e43729d-861c-5b07-9a18-4f0d0032da4b,466785,Moorland Inquisitor,31,$0.02 ,2,common,M20,"Human,Soldier",{2}{W}: Moorland Inquisitor gains first strike until end of turn. (It deals combat damage before creatures without first strike.),2,Creature
31990,Jesper Ejsing,W,2,"""Can't a fella get a moment's peace around here?""",1,1,,{1}{W},2,3561fa55-4882-55b4-b880-62d6d5ddc4f9,466786,Pacifism,32,$0.03 ,,common,M20,Aura,"Enchant creature
Enchanted creature can't attack or block.",,Enchantment
31991,Michael Komarck,W,6,,1,1,,{3}{W}{W}{W},6,0adb3149-506e-51b8-888e-f10e706c036a,466787,Planar Cleansing,33,$0.23 ,,rare,M20,,Destroy all nonland permanents.,,Sorcery
31992,Zoltan Boros,W,2,"Like blinking or breathing, responding to an alarm is an involuntary reflex.",1,1,,{1}{W},2,1115e4da-8bcc-5b8f-84b7-f54b31ff2be0,466788,Raise the Alarm,34,$0.02 ,,common,M20,,Create two 1/1 white Soldier creature tokens.,,Instant
31993,Scott M. Fischer,W,3,The law is meant to ensure that people kill each other with only the utmost fairness.,1,1,,{2}{W},3,be42b6ee-3c11-59e8-921b-5e4a8dc4a8c4,466789,Rule of Law,35,$0.32 ,,uncommon,M20,,Each player can't cast more than one spell each turn.,,Enchantment
31994,Livia Prima,W,7,,1,1,,{4}{W}{W}{W},7,2a083fb9-2bb1-5136-972e-7578e5b84671,466790,"Sephara, Sky's Blade",36,$2.62 ,7,rare,M20,Angel,"You may pay {W} and tap four untapped creatures you control with flying rather than pay this spell's mana cost.
Flying, lifelink
Other creatures you control with flying have indestructible. (Damage and effects that say ""destroy"" don't destroy them.)",7,Creature
31995,James Ryman,W,1,"""Healing is more art than magic. Well, there is still quite a bit of magic.""",1,1,,{W},1,aae42055-45a0-5761-a210-dac757436242,466791,Soulmender,37,$0.04 ,1,common,M20,"Human,Cleric",{T}: You gain 1 life.,1,Creature
31996,Cristi Balanescu,W,5,The strength of the one is the strength of the many.,1,1,,{4}{W},5,858703ed-c261-5d0c-8887-b731db333f13,466792,Squad Captain,38,$0.01 ,2,common,M20,"Human,Soldier","Vigilance
Squad Captain enters the battlefield with a +1/+1 counter on it for each other creature you control.",2,Creature
31997,Eric Deschamps,W,2,"""The realm of the gods opens before me!""",1,1,,{1}{W},2,90e9cce5-9c27-53ce-99b0-f5e73fe63e5f,466793,Starfield Mystic,39,$5.08 ,2,rare,M20,"Human,Cleric","Enchantment spells you cast cost {1} less to cast.
Whenever an enchantment you control is put into a graveyard from the battlefield, put a +1/+1 counter on Starfield Mystic.",2,Creature
31998,Bram Sels,W,3,"""Get up, slugabeds! We've got company, and they're not dressed for a party!""",1,1,,{2}{W},3,9cd4a3ec-e4a8-5036-89c9-4c7ac5ee94a5,466794,Steadfast Sentry,40,$0.01 ,3,common,M20,"Human,Soldier","Vigilance (Attacking doesn't cause this creature to tap.)
When Steadfast Sentry dies, put a +1/+1 counter on target creature you control.",2,Creature
31999,Ryan Yee,W,1,The courage of those who work the land is born of long days of labor in the hot summer sun and the cold winter wind. It is the courage of the earth itself.,1,1,,{W},1,d86bc182-20e5-546b-9ffa-ed7d5f1be60c,466795,Yoked Ox,41,$0.02 ,0,common,M20,Ox,,4,Creature
32000,Tomasz Jedruszek,U,2,"The chill wind extinguishes flame, and frosts the leaf on the branch.",1,1,,{1}{U},2,83439ff9-2a32-57bd-a805-a075ca36d156,466796,Aether Gust,42,$0.24 ,,uncommon,M20,,Choose target spell or permanent that's red or green. Its owner puts it on the top or bottom of their library.,,Instant
32001,Igor Kieryluk,U,7,"""The more secrets you have, the more easily you become my pawn.""",1,1,,{5}{U}{U},7,cafa1983-b283-5e3b-826f-f52f46c0114c,466797,Agent of Treachery,43,$7.77 ,2,rare,M20,"Human,Rogue","When Agent of Treachery enters the battlefield, gain control of target permanent.
At the beginning of your end step, if you control three or more permanents you don't own, draw three cards.",3,Creature
32002,Tomasz Jedruszek,U,5,"As the ship approached, the jade totem rose high overhead. Power rippled. Eyes of stone glowed and crackled. Out hissed a breath of the world, and a windstorm came alive.",1,1,,{3}{U}{U},5,f23c4f26-3d22-5c9a-96a6-f7e1c40e2db4,466798,Air Elemental,44,$0.03 ,4,uncommon,M20,Elemental,Flying,4,Creature
32003,Tyler Jacobson,U,2,Divining the future is easy when you hold the power to sway it.,1,1,,{1}{U},2,e56bc25a-976c-5e20-81d6-0846b619713d,466799,Anticipate,45,$0.03 ,,common,M20,,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,,Instant
32004,Ryan Pancoast,U,6,,1,1,,{3}{U}{U}{U},6,1188dc92-4161-5686-a4ae-dbf954b06035,466800,"Atemsis, All-Seeing",46,$0.22 ,4,rare,M20,Sphinx,"Flying
{2}{U}, {T}: Draw two cards, then discard a card.
Whenever Atemsis, All-Seeing deals damage to an opponent, you may reveal your hand. If cards with at least six different mana values are revealed this way, that player loses the game.",5,Creature
32005,Svetlin Velinov,U,3,The trick to talking sense into Keldons is getting them to hold still.,1,1,,{2}{U},3,f61ca503-9a02-50f9-a989-f774cbfd74df,466801,Befuddle,47,$0.02 ,,common,M20,,"Target creature gets -4/-0 until end of turn.
Draw a card.",,Instant
32006,Clint Cearley,U,4,"""I can think of worse ways to go. On second thought, maybe not.""
—Ludevic, necro-alchemist",1,1,,{2}{U}{U},4,776ba4a4-9e65-57a9-875e-5f0e327d94fb,466802,Bone to Ash,48,$0.02 ,,common,M20,,"Counter target creature spell.
Draw a card.",,Instant
32007,Victor Adame Minguez,U,5,Winter's breath given form.,1,1,,{4}{U},5,e1ec649b-c3e4-59ca-a9ed-8884e8ee8480,466803,Boreal Elemental,49,$0.02 ,3,common,M20,Elemental,"Flying
Spells your opponents cast that target Boreal Elemental cost {2} more to cast.",4,Creature
32008,Caio Monteiro,U,2,"""I always attack from where their spyglasses can't see.""",1,1,,{1}{U},2,7dd4f91e-3d71-50a4-bf98-472311d6d67d,466804,Brineborn Cutthroat,50,$0.09 ,2,uncommon,M20,"Merfolk,Pirate","Flash (You may cast this spell any time you could cast an instant.)
Whenever you cast a spell during an opponent's turn, put a +1/+1 counter on Brineborn Cutthroat.",1,Creature
32009,Anthony Palumbo,U,6,"""That's enough of that.""
—Atemsis, All-Seeing",1,1,,{4}{U}{U},6,bb1baba6-d8d3-56ec-8395-9e149d553e4d,466805,Captivating Gyre,51,$0.03 ,,uncommon,M20,,Return up to three target creatures to their owners' hands.,,Sorcery
32010,Viktor Titov,U,5,,1,1,,{2}{U}{U}{U},5,ffc44cc3-ab1c-5bba-ba77-fc4cecf84484,466806,Cavalier of Gales,52,$1.90 ,5,mythic,M20,"Elemental,Knight","Flying
When Cavalier of Gales enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order.
When Cavalier of Gales dies, shuffle it into its owner's library, then scry 2.",5,Creature
32011,Daniel Ljunggren,U,2,Dragons avoid the bright colors of its wings.,1,1,,{1}{U},2,ef70d1c9-c995-5e26-b17c-dc56eca30536,466807,Cerulean Drake,53,$0.12 ,1,uncommon,M20,Drake,"Flying
Protection from red (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything red.)
Sacrifice Cerulean Drake: Counter target spell that targets you.",1,Creature
32012,Anastasia Ovchinnikova,U,3,"""I can see which way the wind is blowing.""",1,1,,{2}{U},3,b1093aa5-4c9c-5423-b6c8-f71dc89a6c52,466808,Cloudkin Seer,54,$0.17 ,2,common,M20,"Elemental,Wizard","Flying
When Cloudkin Seer enters the battlefield, draw a card.",1,Creature
32013,Viktor Titov,U,3,"""Let's see how badly you want what you came for!""",1,1,,{2}{U},3,41961449-ded7-54e2-b3f2-c4184a07a9b4,466809,Convolute,55,$0.01 ,,common,M20,,Counter target spell unless its controller pays {4}.,,Instant
32014,Chris Seaman,U,4,"""From a sea of infinite possibilities, our choices create the future.""
—Mu Yanling",1,1,,{2}{U}{U},4,b7a4cdff-73ab-5baa-b0d1-3c8521852720,466810,Drawn from Dreams,56,$0.20 ,,rare,M20,,Look at the top seven cards of your library. Put two of them into your hand and the rest on the bottom of your library in a random order.,,Sorcery
32015,Nils Hamm,U,4,,1,1,,{2}{U}{U},4,269b52e7-efee-53d2-af73-f4fce0a32a90,466811,Dungeon Geists,57,$0.09 ,3,rare,M20,Spirit,"Flying
When Dungeon Geists enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Dungeon Geists.",3,Creature
32016,Steven Belledin,U,1,One faerie distracts the judge while a second steals the law.,1,1,,{U},1,4444f03e-0712-5d1d-a4ba-ef6b90f70a1c,466812,Faerie Miscreant,58,$0.21 ,1,common,M20,"Faerie,Rogue","Flying
When Faerie Miscreant enters the battlefield, if you control another creature named Faerie Miscreant, draw a card.",1,Creature
32017,Adam Paquette,U,6,"""I have wept such a torrent as to scour the land clean.""
—Mu Yanling",1,1,,{4}{U}{U},6,dbd32276-ffd2-5ae1-8d7c-8659cad7920b,466813,Flood of Tears,59,$0.46 ,,rare,M20,,"Return all nonland permanents to their owners' hands. If you return four or more nontoken permanents you control this way, you may put a permanent card from your hand onto the battlefield.",,Sorcery
32018,Vincent Proce,U,4,"Unbreakable and unappetizing, the crab grows uninterrupted, sometimes to the size of a cottage and beyond.",1,1,,{3}{U},4,9263b8b5-96bb-5599-be8a-b931531a9cb6,466814,Fortress Crab,60,$0.01 ,1,common,M20,Crab,,6,Creature
32019,Steven Belledin,U,6,"""Reel it in. No, wait! Throw it back!""
—Gertrude, deep-sea angler",1,1,,{4}{U}{U},6,50f8d518-6b5c-5517-b797-e3d9ad926dcb,466815,Frilled Sea Serpent,61,$0.01 ,4,common,M20,Serpent,{5}{U}{U}: Frilled Sea Serpent can't be blocked this turn.,6,Creature
32020,Izzy,U,3,"It readily attacks much larger prey, knowing retaliation is impossible.",1,1,,{2}{U},3,88450005-af1a-5bb8-ba76-42def1ebdae5,466816,Frost Lynx,62,$0.01 ,2,common,M20,"Elemental,Cat","When Frost Lynx enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",2,Creature
32021,PINDURSKI,U,1,"A good book is a refuge, but a great book is a fortress.",1,1,,{U},1,1d9a5a3d-cd57-5f56-9519-356ed0944347,466817,Hard Cover,63,$0.03 ,,uncommon,M20,Aura,"Enchant creature
Enchanted creature gets +0/+2 and has ""{T}: Draw a card, then discard a card.""",,Enchantment
32022,Noah Bradley,U,4,,1,1,,{2}{U}{U},4,238aeb18-73eb-5246-a7ab-230d2b06fa83,466818,Leyline of Anticipation,64,$7.62 ,,rare,M20,,"If Leyline of Anticipation is in your opening hand, you may begin the game with it on the battlefield.
You may cast spells as though they had flash.",,Enchantment
32023,Victor Adame Minguez,U,6,,1,1,,{5}{U},6,99fc59be-3afc-5b4b-96bb-8bfefe03ef28,466819,Masterful Replication,65,$0.16 ,,rare,M20,,"Choose one —
• Create two 3/3 colorless Golem artifact creature tokens.
• Choose target artifact you control. Each other artifact you control becomes a copy of that artifact until end of turn.",,Instant
32024,Scott Chou,U,2,"""Well, if that goblin didn't want his tongue pierced, he shouldn't have stuck it out at me.""",1,1,,{1}{U},2,b87ec795-f6a0-5cf7-80dd-8034f838edf6,466820,Metropolis Sprite,66,$0.03 ,1,common,M20,"Faerie,Rogue","Flying
{U}: Metropolis Sprite gets +1/-1 until end of turn.",2,Creature
32025,Rudy Siswanto,U,2,"""Come on, it's not even that deep!""
—Gorin the Brazen",1,1,,{1}{U},2,376e02a9-551a-5777-ac66-a46b14eccfff,466821,Moat Piranhas,67,$0.01 ,3,common,M20,Fish,Defender (This creature can't attack.),3,Creature
32026,G-host Lee,U,3,,1,1,2,{1}{U}{U},3,69cfc698-0926-5953-a5d9-84dba8bd15f7,466822,"Mu Yanling, Sky Dancer",68,$1.96 ,,mythic,M20,Yanling,"[+2]: Until your next turn, up to one target creature gets -2/-0 and loses flying.
[−3]: Create a 4/4 blue Elemental Bird creature token with flying.
[−8]: You get an emblem with ""Islands you control have '{T}: Draw a card.'""",,Planeswalker
32027,Magali Villeneuve,U,2,"""As one, nature lifts its voice to tell you this: 'No.'""",1,1,,{1}{U},2,496f2591-188b-53b8-9842-bb2b11638569,466823,Negate,69,$0.13 ,,common,M20,,Counter target noncreature spell.,,Instant
32028,Grzegorz Rutkowski,U,4,"In every swirl of the tide, it sees the awakening of things yet to come.",1,1,,{3}{U},4,44bc5b9f-3c3b-5575-a6a3-fc77a777bacd,466824,Octoprophet,70,$0.04 ,3,common,M20,Octopus,"When Octoprophet enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",3,Creature
32029,Randy Vargas,U,3,"""If you need to disappear for a while, I know a place.""
—Bilivus, master archivist",1,1,,{2}{U},3,ce95476b-404b-5906-8b09-74d1983af8c0,466825,Portal of Sanctuary,71,$0.11 ,,uncommon,M20,,"{1}, {T}: Return target creature you control and each Aura attached to it to their owners' hands. Activate only during your turn.",,Artifact
32030,Eric Deschamps,U,2,,1,1,,{1}{U},2,94c763e7-249c-5178-b21d-dbf71ce24003,466826,Renowned Weaponsmith,72,$0.07 ,1,uncommon,M20,"Human,Artificer","{T}: Add {C}{C}. Spend this mana only to cast artifact spells or activate abilities of artifacts.
{U}, {T}: Search your library for a card named Heart-Piercer Bow or Vial of Dragonfire, reveal it, put it into your hand, then shuffle.",3,Creature
32031,Svetlin Velinov,U,3,"""Forget what you have learned from other teachers. I bring you the truth.""",1,1,,{2}{U},3,d588fc5a-1f94-51da-96c8-ca4b26c7554a,466827,Sage's Row Denizen,73,$0.04 ,2,common,M20,"Vedalken,Wizard","Whenever another blue creature enters the battlefield under your control, target player mills two cards.",3,Creature
32032,Micah Epstein,U,7,"""I study the past to find hope for the future.""",1,1,,{5}{U}{U},7,bb7c7c60-fd2f-5e16-b6f9-4fc7205d20da,466828,Scholar of the Ages,74,$0.09 ,3,uncommon,M20,"Human,Wizard","When Scholar of the Ages enters the battlefield, return up to two target instant and/or sorcery cards from your graveyard to your hand.",3,Creature
32033,Josu Hernaiz,U,4,Sleep doesn't always mean rest.,1,1,,{3}{U},4,9573748a-8d38-506f-be3b-50bca6a012ea,466829,Sleep Paralysis,75,$0.02 ,,common,M20,Aura,"Enchant creature
When Sleep Paralysis enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",,Enchantment
32034,Cristi Balanescu,U,1,"""Any ship that sails on these mean seas for long is bound to pick up a ghost or two.""
—Admiral Beckett Brass",1,1,,{U},1,55f128dc-39dc-547a-97bc-746992d76834,466830,Spectral Sailor,76,$0.17 ,1,uncommon,M20,"Spirit,Pirate","Flash (You may cast this spell any time you could cast an instant.)
Flying
{3}{U}: Draw a card.",1,Creature
32035,Randy Vargas,U,2,"""When you are gone, will anyone remember your story?""
—Unknown",1,1,,{1}{U},2,738e5d4d-3256-5f64-932a-1eafb663954c,466831,Tale's End,77,$1.69 ,,rare,M20,,"Counter target activated ability, triggered ability, or legendary spell.",,Instant
32036,Izzy,U,1,"""Don't you have somewhere else to be?""
—Sharuum the Hegemon",1,1,,{U},1,201168a3-b0fe-563c-aec2-03929ad3ad51,466832,Unsummon,78,$0.07 ,,common,M20,,Return target creature to its owner's hand.,,Instant
32037,Nils Hamm,U,3,"On Evos Isle, the swift and formidable aven enforce the will of the ruling sphinxes.",1,1,,{2}{U},3,998c068f-823c-50dc-be81-44159b203c74,466833,Warden of Evos Isle,79,$0.05 ,2,uncommon,M20,"Bird,Wizard","Flying
Creature spells with flying you cast cost {1} less to cast.",2,Creature
32038,Chris Seaman,U,3,"Magic written across the sky falls like rain on thirsty ground, bringing forth wisdom in its season.",1,1,,{2}{U},3,8dd73fc8-9969-5501-ac5a-ca0ce1f6cf5d,466834,Winged Words,80,$0.12 ,,common,M20,,"This spell costs {1} less to cast if you control a creature with flying.
Draw two cards.",,Sorcery
32039,Randy Vargas,U,4,"""Yarok's waters rush and rage
Where armies bled into the sand.""
—*Lament for Bala Ged*, stanza 2",1,1,,{3}{U},4,5c9a0069-ab69-5ebb-911a-ab403a2a68f9,466835,Yarok's Wavecrasher,81,$0.02 ,4,uncommon,M20,Elemental,"When Yarok's Wavecrasher enters the battlefield, return another creature you control to its owner's hand.",4,Creature
32040,Steve Prescott,U,2,"""The knights charged forward on wings of wind, and the necromancer's horde roared in helpless rage.""
—Krinnea, *Siege of the Bone Spire*",1,1,,{1}{U},2,630639d9-608d-572c-b776-99ce5e7b8b2e,466836,Zephyr Charge,82,$0.02 ,,common,M20,,{1}{U}: Target creature gains flying until end of turn.,,Enchantment
32041,Seb McKinnon,B,4,"""Your death will take a mere moment, but it will feel like an eternity.""
—Vilis, Broker of Blood",1,1,,{3}{B},4,a3213f17-f973-5564-8a93-e39bdd757c20,466837,Agonizing Syphon,83,$0.03 ,,common,M20,,Agonizing Syphon deals 3 damage to any target and you gain 3 life.,,Sorcery
32042,Dmitry Burmak,B,3,"""Skill, imagination, smarts: none of it matters unless you have the nerve to use it.""",1,1,,{2}{B},3,86026fef-6f73-5348-a40a-a9c77bea8912,466838,Audacious Thief,84,$0.09 ,2,common,M20,"Human,Rogue","Whenever Audacious Thief attacks, you draw a card and you lose 1 life.",2,Creature
32043,Daarken,B,3,"""Poor little sun-dweller out past curfew. And to think, you might have survived if it wasn't so close to suppertime.""",1,1,,{2}{B},3,708c4f96-f9de-5a35-b0e5-19933d14b81f,466839,Barony Vampire,85,$0.02 ,3,common,M20,Vampire,,2,Creature
32044,Winona Nelson,B,2,"""One knife, two knives, three knives, four—which will drop you to the floor?""",1,1,,{1}{B},2,2828ac64-eca6-5c71-998d-5044d0be8fe0,466840,Bladebrand,86,$0.01 ,,common,M20,,"Target creature gains deathtouch until end of turn.
Draw a card.",,Instant
32045,Jason Kang,B,2,Leaf and soul alike wither at its touch.,1,1,,{1}{B},2,9d3ce35c-2e42-5429-9266-a7463a169d0e,466841,Blightbeetle,87,$0.24 ,1,uncommon,M20,Insect,"Protection from green (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything green.)
Creatures your opponents control can't have +1/+1 counters put on them.",1,Creature
32046,Cristi Balanescu,B,2,"""You've heard that a vampire can't enter a home without an invitation? A lie meant to help you sleep at night.""
—Kerin, watch sergeant",1,1,,{1}{B},2,6641a2b9-6322-5cf7-9e7c-3c02ab866c23,466842,Blood Burglar,88,$0.03 ,2,common,M20,"Vampire,Rogue","As long as it's your turn, Blood Burglar has lifelink. (Damage dealt by this creature also causes you to gain that much life.)",2,Creature
32047,Seb McKinnon,B,4,,1,1,,{3}{B},4,b9801607-087c-510b-9533-6c694c7c35f1,466843,Blood for Bones,89,$0.45 ,,uncommon,M20,,"As an additional cost to cast this spell, sacrifice a creature.
Return a creature card from your graveyard to the battlefield, then return another creature card from your graveyard to your hand.",,Sorcery
32048,Sidharth Chaturvedi,B,6,"Blood seeps into the stone, and darkness emerges.",1,1,,{4}{B}{B},6,fbb81dda-9e41-5c2e-af98-eaecfb246528,466844,Bloodsoaked Altar,90,$0.03 ,,uncommon,M20,,"{T}, Pay 2 life, Discard a card, Sacrifice a creature: Create a 5/5 black Demon creature token with flying. Activate only as a sorcery.",,Artifact
32049,Igor Kieryluk,B,3,"A circus acrobat in life, she kills with such fluid grace that even her victims are awed by her performance.",1,1,,{1}{B}{B},3,6bfc96b3-e4a5-5d8f-85ae-9b19021869d3,466845,Bloodthirsty Aerialist,91,$0.26 ,2,uncommon,M20,"Vampire,Rogue","Flying
Whenever you gain life, put a +1/+1 counter on Bloodthirsty Aerialist.",3,Creature
32050,Cole Eastburn,B,1,"""I will make your bones into a weapon that will lay even the mighty low.""
—Modriss of Zargoth Fen",1,1,,{B},1,fb1e876d-3c99-5d88-abc1-65576aa9d839,466846,Bone Splinters,92,$0.08 ,,common,M20,,"As an additional cost to cast this spell, sacrifice a creature.
Destroy target creature.",,Sorcery
32051,Robbie Trevino,B,5,"""Living or dead, everyone responds to the proper motivation.""",1,1,,{3}{B}{B},5,485ce9d9-f8f0-5372-b4fd-987ef48911c5,466847,Boneclad Necromancer,93,$0.03 ,3,common,M20,"Human,Wizard","When Boneclad Necromancer enters the battlefield, you may exile target creature card from a graveyard. If you do, create a 2/2 black Zombie creature token.",3,Creature
32052,Viktor Titov,B,5,,1,1,,{2}{B}{B}{B},5,a0cd3f41-900f-5258-b6a9-4b2f713e06c4,466848,Cavalier of Night,94,$2.81 ,4,mythic,M20,"Elemental,Knight","Lifelink
When Cavalier of Night enters the battlefield, you may sacrifice another creature. When you do, destroy target creature an opponent controls.
When Cavalier of Night dies, return target creature card with mana value 3 or less from your graveyard to the battlefield.",5,Creature
32053,Justin Sweet,B,1,"""Let this serve as a reminder of your failure.""
—Exdratha, bog witch",1,1,,{B},1,874aa1fc-c8f8-5b62-9e62-6ba58e6f6eb5,466849,Disfigure,95,$0.06 ,,uncommon,M20,,Target creature gets -2/-2 until end of turn.,,Instant
32054,Anthony Palumbo,B,4,"It beckons silently, waiting in the darkness.",1,1,,{3}{B},4,b0da4962-b13f-5bab-a215-01d01096bbfc,466850,Dread Presence,96,$1.87 ,3,rare,M20,Nightmare,"Whenever a Swamp enters the battlefield under your control, choose one —
• You draw a card and you lose 1 life.
• Dread Presence deals 2 damage to any target and you gain 2 life.",3,Creature
32055,Steven Belledin,B,1,Resistance is unthinkable.,1,1,,{B},1,c5ee6505-3a57-58b1-b445-f7367bb7f0bc,466851,Duress,97,$0.04 ,,common,M20,,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",,Sorcery
32056,Igor Kieryluk,B,3,"""I feel your pain. It's exquisite.""",1,1,,{1}{B}{B},3,1415a363-f586-52b4-9c1c-06c82e8b2609,466852,Embodiment of Agonies,98,$0.29 ,0,rare,M20,Demon,"Flying, deathtouch
Embodiment of Agonies enters the battlefield with a +1/+1 counter on it for each different mana cost among nonland cards in your graveyard. (For example, {2}{B} and {1}{B}{B} are different mana costs.)",0,Creature
32057,Anna Steinbauer,B,5,"""Fleshy, with just a hint of leather. A fine vintage.""",1,1,,{4}{B},5,410cf2d0-2e16-5678-b9a2-88d5427559da,466853,Epicure of Blood,99,$0.06 ,4,common,M20,Vampire,"Whenever you gain life, each opponent loses 1 life.",4,Creature
32058,Josu Hernaiz,B,4,"""It was a bad evening for you, mate. Now it's chow time for the sharks.""",1,1,,{3}{B},4,19023c3d-96cb-51f5-9570-7e8b54c60b30,466854,Fathom Fleet Cutthroat,100,$0.01 ,3,common,M20,"Human,Pirate","When Fathom Fleet Cutthroat enters the battlefield, destroy target creature an opponent controls that was dealt damage this turn.",3,Creature
32059,Darek Zabrocki,B,6,"""If you manage to get to the heart of the bog, you'll find things there that make zombies seem downright lovable.""
—Byaras, backwoods guide",1,1,,{5}{B},6,44046a2f-52cd-536c-af92-08d700791ac1,466855,Feral Abomination,101,$0.01 ,5,common,M20,Thrull,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),5,Creature
32060,Caio Monteiro,B,3,,1,1,,{2}{B},3,b374cd91-b42f-5cf8-ba18-11fa32d23992,466856,Gorging Vulture,102,$0.03 ,2,common,M20,Bird,"Flying
When Gorging Vulture enters the battlefield, mill four cards. You gain 1 life for each creature card put into your graveyard this way.",2,Creature
